miRNA	cellontology	sign	pvalue
hsa-miR-1254	retinal pigment epithelial cell	enriched	0.000169537
hsa-miR-1254	hematopoietic cell	depleted	5.87977e-06
hsa-miR-1254	leukocyte	depleted	1.3654e-05
hsa-miR-1254	Hepatocyte	depleted	0.000291059
hsa-miR-1255a	epithelial cell	enriched	2.01227e-06
hsa-miR-1255a	blood vessel endothelial cell	enriched	0.000253975
hsa-miR-1255a	endothelial cell	enriched	0.000283718
hsa-miR-1256-3p	leukocyte	enriched	3.65772e-08
hsa-miR-1256-3p	hematopoietic cell	enriched	2.28031e-07
hsa-miR-1256-3p	myeloid leukocyte	enriched	2.14165e-06
hsa-miR-1257	corneal epithelial cell	enriched	0.000206654
hsa-miR-1257	hematopoietic cell	depleted	1.10221e-10
hsa-miR-1257	leukocyte	depleted	3.64044e-10
hsa-miR-1257	myeloid leukocyte	depleted	2.67872e-05
hsa-miR-1258	Hepatocyte	depleted	0.000275868
hsa-miR-1260a	neutrophil	enriched	1.22222e-12
hsa-miR-1260a	leukocyte	enriched	9.25826e-11
hsa-miR-1260a	myeloid leukocyte	enriched	1.71569e-10
hsa-miR-1260a	endodermal cell	depleted	4.15823e-07
hsa-miR-1260a	lining cell	depleted	2.56978e-06
hsa-miR-1260a	meso-epithelial cell	depleted	4.33675e-06
hsa-miR-1260b	neutrophil	enriched	1.47317e-11
hsa-miR-1260b	leukocyte	enriched	2.88193e-10
hsa-miR-1260b	hematopoietic cell	enriched	1.04984e-09
hsa-miR-1260b	endodermal cell	depleted	6.47547e-07
hsa-miR-1260b	epithelial cell	depleted	2.52243e-05
hsa-miR-1260b	endo-epithelial cell	depleted	0.000133636
hsa-miR-1262	mesodermal cell	enriched	3.40308e-07
hsa-miR-1262	endothelial cell	enriched	9.28382e-07
hsa-miR-1262	Fibroblast - Lung	enriched	3.2635e-06
hsa-miR-1262	lymphocyte	depleted	2.87264e-10
hsa-miR-1262	leukocyte	depleted	3.65402e-10
hsa-miR-1262	hematopoietic cell	depleted	1.27072e-09
hsa-miR-1264	pluripotent stem cell	enriched	3.48283e-09
hsa-miR-1264	embryonic stem cell	enriched	1.683e-06
hsa-miR-1265	pluripotent stem cell	enriched	2.35099e-05
hsa-miR-1266-5p	epithelial cell	enriched	6.44882e-19
hsa-miR-1266-5p	endo-epithelial cell	enriched	1.68999e-13
hsa-miR-1266-5p	endodermal cell	enriched	6.18492e-10
hsa-miR-1266-5p	mesodermal cell	depleted	0.000319204
hsa-miR-1267	nephron tubule epithelial cell	enriched	6.44432e-05
hsa-miR-1267	hematopoietic cell	depleted	7.87962e-08
hsa-miR-1267	leukocyte	depleted	1.60157e-07
hsa-miR-1269b	vascular associated smooth muscle cell	enriched	0.000147952
hsa-miR-1270	pluripotent stem cell	enriched	5.75418e-18
hsa-miR-1270	iPS	enriched	8.35678e-11
hsa-miR-1270	embryonic stem cell	enriched	4.73554e-07
hsa-miR-1270	mesodermal cell	depleted	3.42169e-08
hsa-miR-1270	leukocyte	depleted	6.51088e-07
hsa-miR-1270	hematopoietic cell	depleted	8.22455e-07
hsa-miR-1271-5p	neurectodermal cell	enriched	1.09355e-07
hsa-miR-1271-5p	cell of skeletal muscle	enriched	2.54945e-06
hsa-miR-1271-5p	pigment cell	enriched	2.25916e-05
hsa-miR-1271-5p	leukocyte	depleted	3.02911e-05
hsa-miR-1271-5p	Hepatocyte	depleted	4.06056e-05
hsa-miR-1271-5p	pluripotent stem cell	depleted	8.11003e-05
hsa-miR-1272	pluripotent stem cell	enriched	5.81744e-14
hsa-miR-1272	embryonic stem cell	enriched	8.68566e-07
hsa-miR-1272	iPS	enriched	2.97394e-06
hsa-miR-1273a	pluripotent stem cell	enriched	1.06475e-05
hsa-miR-1273a	embryonic stem cell	enriched	0.00010368
hsa-miR-1273h-3p	leukocyte	enriched	7.52743e-39
hsa-miR-1273h-3p	hematopoietic cell	enriched	5.08544e-36
hsa-miR-1273h-3p	lymphocyte	enriched	1.25291e-16
hsa-miR-1273h-3p	muscle cell	depleted	2.93372e-05
hsa-miR-1273h-3p	mast cell	depleted	6.22444e-05
hsa-miR-1276	pluripotent stem cell	enriched	1.21737e-15
hsa-miR-1276	epithelial cell	enriched	4.5782e-11
hsa-miR-1276	embryonic stem cell	enriched	4.13963e-08
hsa-miR-1276	mesodermal cell	depleted	5.38657e-11
hsa-miR-1276	hematopoietic cell	depleted	1.80071e-10
hsa-miR-1276	leukocyte	depleted	6.14468e-10
hsa-miR-1277-5p	squamous epithelial cell	enriched	1.36708e-06
hsa-miR-1283	pluripotent stem cell	enriched	4.6155e-10
hsa-miR-1283	embryonic stem cell	enriched	1.98379e-06
hsa-miR-1283	extraembryonic cell	enriched	1.6209e-05
hsa-miR-1283	epithelial cell	depleted	1.58299e-10
hsa-miR-1283	endo-epithelial cell	depleted	2.58348e-06
hsa-miR-1283	epithelial cell of amnion	depleted	4.02631e-05
hsa-miR-1283-2-3p	extraembryonic cell	enriched	5.13706e-07
hsa-miR-1283-2-3p	embryonic stem cell	enriched	5.51467e-06
hsa-miR-1283-2-3p	epithelial cell	depleted	8.35664e-10
hsa-miR-1283-2-3p	endo-epithelial cell	depleted	5.60891e-07
hsa-miR-1283-2-3p	glomerular cell	depleted	1.17713e-05
hsa-miR-1284	extraembryonic cell	enriched	6.48351e-06
hsa-miR-1285-3p	endothelial cell	enriched	6.08926e-08
hsa-miR-1285-3p	lining cell	enriched	1.31235e-07
hsa-miR-1285-3p	blood vessel endothelial cell	enriched	8.4033e-07
hsa-miR-1285-3p	B cell	depleted	4.66252e-05
hsa-miR-1285-3p	fat cell	depleted	0.000104774
hsa-miR-1286	epithelial cell	enriched	3.79057e-17
hsa-miR-1286	pluripotent stem cell	enriched	1.46462e-14
hsa-miR-1286	endo-epithelial cell	enriched	6.41871e-13
hsa-miR-1286	mesodermal cell	depleted	2.61755e-12
hsa-miR-1286	fibroblast	depleted	1.38951e-05
hsa-miR-1286	muscle cell	depleted	2.86395e-05
hsa-miR-1287-5p	epithelial cell of amnion	enriched	0.00030255
hsa-miR-1287-5p	pluripotent stem cell	depleted	0.000140411
hsa-miR-1291	leukocyte	enriched	5.7828e-11
hsa-miR-1291	hematopoietic cell	enriched	6.17483e-10
hsa-miR-1291	lymphocyte	enriched	8.25922e-06
hsa-miR-1293-3p	epithelial cell	enriched	3.01507e-21
hsa-miR-1293-3p	general ecto-epithelial cell	enriched	2.07752e-13
hsa-miR-1293-3p	endo-epithelial cell	enriched	2.62467e-08
hsa-miR-1293-3p	hematopoietic cell	depleted	3.98566e-22
hsa-miR-1293-3p	leukocyte	depleted	9.63714e-21
hsa-miR-1293-3p	mesodermal cell	depleted	6.6876e-14
hsa-miR-1294	neutrophil	enriched	2.19049e-07
hsa-miR-1295a	mesodermal cell	depleted	6.98075e-05
hsa-miR-1295b-5p	Hepatocyte	enriched	6.35304e-09
hsa-miR-1296-5p	epithelial cell	enriched	3.28422e-09
hsa-miR-1296-5p	endothelial cell	enriched	7.019e-07
hsa-miR-1296-5p	Fibroblast - Mammary	enriched	1.39733e-05
hsa-miR-1296-5p	leukocyte	depleted	1.14722e-25
hsa-miR-1296-5p	hematopoietic cell	depleted	5.1523e-23
hsa-miR-1296-5p	lymphocyte	depleted	4.63081e-19
hsa-miR-1298-5p	pluripotent stem cell	enriched	4.86983e-27
hsa-miR-1298-5p	embryonic stem cell	enriched	2.26779e-11
hsa-miR-1298-5p	iPS	enriched	5.20004e-06
hsa-miR-1298-5p	mesodermal cell	depleted	1.59147e-10
hsa-miR-1298-5p	epithelial cell	depleted	2.14115e-08
hsa-miR-1298-5p	classical monocyte	depleted	1.69346e-06
hsa-miR-1301-3p	pigment cell	enriched	3.57293e-18
hsa-miR-1301-3p	retinal pigment epithelial cell	enriched	3.47521e-15
hsa-miR-1301-3p	epithelial cell	enriched	5.88235e-09
hsa-miR-1301-3p	muscle cell	depleted	1.37099e-12
hsa-miR-1301-3p	smooth muscle cell	depleted	1.88919e-09
hsa-miR-1301-3p	vascular associated smooth muscle cell	depleted	1.73217e-08
hsa-miR-1303	pluripotent stem cell	enriched	2.66116e-14
hsa-miR-1303	embryonic stem cell	enriched	7.30617e-10
hsa-miR-1303	adult endothelial progenitor cell	enriched	1.5699e-05
hsa-miR-1303	epithelial cell	depleted	1.7175e-07
hsa-miR-1303	lymphocyte	depleted	2.24722e-06
hsa-miR-1303	leukocyte	depleted	5.62225e-05
hsa-miR-1304-3p	pluripotent stem cell	enriched	1.38741e-12
hsa-miR-1304-3p	embryonic stem cell	enriched	5.50617e-11
hsa-miR-1304-3p	stem cell	enriched	6.2215e-07
hsa-miR-1304-3p	hematopoietic cell	depleted	3.08659e-12
hsa-miR-1304-3p	leukocyte	depleted	1.89274e-11
hsa-miR-1304-3p	alpha-beta T cell	depleted	1.66842e-07
hsa-miR-1305	stem cell	enriched	9.08861e-05
hsa-miR-1305	mesenchymal stem cell	enriched	0.000204013
hsa-miR-1305	astrocyte	enriched	0.000214474
hsa-miR-1305	leukocyte	depleted	2.6037e-10
hsa-miR-1305	hematopoietic cell	depleted	2.61368e-08
hsa-miR-1305	lymphocyte	depleted	2.8857e-05
hsa-miR-1306-5p	endothelial cell	enriched	5.51198e-06
hsa-miR-1306-5p	blood vessel endothelial cell	enriched	7.76098e-06
hsa-miR-1306-5p	endothelial cell of vascular tree	enriched	4.91861e-05
hsa-miR-1306-5p	B cell	depleted	0.000176943
hsa-miR-1307-5p	epithelial cell	enriched	5.58459e-14
hsa-miR-1307-5p	endo-epithelial cell	enriched	1.31451e-07
hsa-miR-1307-5p	endodermal cell	enriched	7.85856e-06
hsa-miR-1322	pluripotent stem cell	enriched	2.83313e-10
hsa-miR-1322	embryonic stem cell	enriched	1.58158e-05
hsa-miR-1322	mesodermal cell	enriched	1.67261e-05
hsa-miR-1323	pluripotent stem cell	enriched	6.01357e-09
hsa-miR-1323	iPS	enriched	4.41325e-06
hsa-miR-1323	embryonic stem cell	enriched	7.59301e-06
hsa-miR-1323	epithelial cell	depleted	4.86935e-06
hsa-miR-1323	mesodermal cell	depleted	5.1083e-05
hsa-miR-1343-3p	retinal pigment epithelial cell	enriched	2.91903e-06
hsa-miR-1343-3p	pigment cell	enriched	8.96353e-06
hsa-miR-1343-3p	neurectodermal cell	enriched	9.4842e-06
hsa-miR-1343-3p	lymphocyte	depleted	7.48406e-12
hsa-miR-1343-3p	T cell	depleted	9.48407e-06
hsa-miR-1343-3p	alpha-beta T cell	depleted	7.65353e-05
hsa-miR-1468-5p	hematopoietic cell	enriched	5.32618e-10
hsa-miR-1468-5p	lymphocyte	enriched	2.9615e-07
hsa-miR-1468-5p	mesenchymal stem cell of umbilical cord	enriched	3.91477e-07
hsa-miR-1468-5p	endothelial cell of vascular tree	depleted	5.53589e-07
hsa-miR-1468-5p	endothelial cell	depleted	2.57521e-06
hsa-miR-1468-5p	fibroblast	depleted	1.35332e-05
hsa-miR-1469	pluripotent stem cell	enriched	3.85315e-05
hsa-miR-1469	iPS	depleted	0.000128821
hsa-miR-1537-3p	leukocyte	enriched	8.86971e-23
hsa-miR-1537-3p	hematopoietic cell	enriched	1.9338e-21
hsa-miR-1537-3p	myeloid leukocyte	enriched	2.06333e-14
hsa-miR-1538	phagocyte	enriched	1.94409e-06
hsa-miR-1538	monocyte	enriched	2.23036e-05
hsa-miR-1538	myeloid leukocyte	enriched	4.4399e-05
hsa-miR-1538	epithelial cell	depleted	0.000173869
hsa-miR-1908-3p	kidney epithelial cell	enriched	6.87677e-06
hsa-miR-1908-3p	nephron tubule epithelial cell	enriched	8.45719e-05
hsa-miR-1908-3p	renal cortical epithelial cell	enriched	0.000131844
hsa-miR-1908-3p	hematopoietic cell	depleted	1.74827e-08
hsa-miR-1908-3p	leukocyte	depleted	2.6228e-08
hsa-miR-1908-3p	lymphocyte	depleted	1.71186e-06
hsa-miR-1909-3p	leukocyte	depleted	3.2781e-05
hsa-miR-1910-5p	epithelial cell	enriched	3.78073e-17
hsa-miR-1910-5p	endothelial cell	enriched	1.03805e-09
hsa-miR-1910-5p	blood vessel endothelial cell	enriched	1.24967e-09
hsa-miR-1910-5p	hematopoietic cell	depleted	4.20593e-17
hsa-miR-1910-5p	leukocyte	depleted	5.2509e-16
hsa-miR-1910-5p	myeloid leukocyte	depleted	6.3571e-10
hsa-miR-1911-5p	pluripotent stem cell	enriched	5.29134e-13
hsa-miR-1911-5p	embryonic stem cell	enriched	5.25774e-08
hsa-miR-1911-5p	iPS	enriched	2.6611e-06
hsa-miR-1912	pluripotent stem cell	enriched	7.16693e-16
hsa-miR-1912	embryonic stem cell	enriched	2.79068e-09
hsa-miR-1912	iPS	enriched	3.17216e-06
hsa-miR-1913	blood vessel endothelial cell	enriched	5.70779e-07
hsa-miR-1913	lining cell	enriched	1.17392e-06
hsa-miR-1913	endothelial cell	enriched	1.69354e-06
hsa-miR-1913	leukocyte	depleted	0.000217195
hsa-miR-1913	hematopoietic cell	depleted	0.000237108
hsa-miR-1914-5p	endothelial cell	enriched	8.77659e-05
hsa-miR-1914-5p	neurectodermal cell	enriched	0.000132916
hsa-miR-1914-5p	ectodermal cell	enriched	0.000302194
hsa-miR-1914-5p	lymphocyte	depleted	3.18484e-06
hsa-miR-1914-5p	hematopoietic cell	depleted	5.13934e-05
hsa-miR-1914-5p	leukocyte	depleted	5.88091e-05
hsa-miR-1915-5p	iPS	enriched	3.22679e-06
hsa-miR-1915-5p	pluripotent stem cell	enriched	7.5593e-05
hsa-miR-1973	pluripotent stem cell	enriched	1.56565e-07
hsa-miR-1976	leukocyte	enriched	5.70356e-35
hsa-miR-1976	hematopoietic cell	enriched	2.51216e-31
hsa-miR-1976	myeloid leukocyte	enriched	1.46499e-18
hsa-miR-1976	epithelial cell	depleted	1.25001e-17
hsa-miR-1976	mesodermal cell	depleted	8.13695e-09
hsa-miR-1976	muscle cell	depleted	9.11187e-08
hsa-miR-2110-3p	epithelial cell	enriched	1.3232e-05
hsa-miR-2110-3p	neutrophil	enriched	4.81522e-05
hsa-miR-2110-3p	Fibroblast - Mammary	enriched	0.00017696
hsa-miR-2110-3p	ectodermal cell	depleted	1.19265e-05
hsa-miR-2110-3p	ecto-epithelial cell	depleted	1.86833e-05
hsa-miR-2110-3p	preadipocyte	depleted	3.94524e-05
hsa-miR-2113	pluripotent stem cell	enriched	9.24547e-09
hsa-miR-2113	embryonic stem cell	enriched	1.95537e-07
hsa-miR-2113	neural cell	enriched	4.42578e-07
hsa-miR-2113	mesodermal cell	depleted	4.66488e-06
hsa-miR-2114-5p	fat cell	enriched	1.78469e-09
hsa-miR-2114-5p	mesodermal cell	enriched	2.67643e-09
hsa-miR-2114-5p	adipocyte of omentum tissue	enriched	4.56194e-08
hsa-miR-2114-5p	epithelial cell	depleted	1.43771e-06
hsa-miR-2114-5p	leukocyte	depleted	4.51737e-05
hsa-miR-2114-5p	muscle cell	depleted	8.56836e-05
hsa-miR-2115-3p	neutrophil	enriched	2.42088e-10
hsa-miR-2115-3p	leukocyte	enriched	8.73066e-09
hsa-miR-2115-3p	hematopoietic cell	enriched	1.58915e-08
hsa-miR-2116-3p	epithelial cell	enriched	2.94085e-10
hsa-miR-2116-3p	meso-epithelial cell	enriched	7.51355e-07
hsa-miR-2116-3p	lining cell	enriched	3.2698e-05
hsa-miR-2116-3p	hematopoietic cell	depleted	2.11962e-15
hsa-miR-2116-3p	leukocyte	depleted	2.77455e-15
hsa-miR-2116-3p	alpha-beta T cell	depleted	4.10289e-10
hsa-miR-2276-3p	astrocyte	enriched	8.9953e-06
hsa-miR-2276-3p	neural cell	enriched	0.000137055
hsa-miR-2276-3p	neurectodermal cell	enriched	0.000285298
hsa-miR-2276-3p	leukocyte	depleted	5.88339e-05
hsa-miR-2276-3p	hematopoietic cell	depleted	0.00010156
hsa-miR-2277-5p	neural cell	enriched	9.3332e-06
hsa-miR-2277-5p	astrocyte of the cerebral cortex	enriched	0.000234736
hsa-miR-2277-5p	vascular associated smooth muscle cell	depleted	4.49323e-05
hsa-miR-2277-5p	pluripotent stem cell	depleted	4.97063e-05
hsa-miR-2277-5p	Hepatocyte	depleted	9.44354e-05
hsa-miR-2355-5p	epithelial cell	enriched	1.66406e-09
hsa-miR-2355-5p	endo-epithelial cell	enriched	8.20924e-09
hsa-miR-2355-5p	endodermal cell	enriched	9.82155e-09
hsa-miR-2355-5p	mesodermal cell	depleted	5.08318e-08
hsa-miR-2355-5p	preadipocyte	depleted	2.25456e-05
hsa-miR-2355-5p	mesenchymal stem cell	depleted	0.000255664
hsa-miR-2467-5p	phagocyte	enriched	7.27577e-06
hsa-miR-2467-5p	kidney epithelial cell	enriched	1.07471e-05
hsa-miR-2467-5p	light melanocyte	enriched	1.92951e-05
hsa-miR-2467-5p	vascular associated smooth muscle cell	depleted	5.47693e-08
hsa-miR-2467-5p	alpha-beta T cell	depleted	0.000135558
hsa-miR-2467-5p	fat cell	depleted	0.000210619
hsa-miR-2682-5p	muscle cell	enriched	1.57993e-11
hsa-miR-2682-5p	smooth muscle cell	enriched	1.3392e-10
hsa-miR-2682-5p	mesodermal cell	enriched	1.53288e-10
hsa-miR-2682-5p	leukocyte	depleted	8.55163e-21
hsa-miR-2682-5p	hematopoietic cell	depleted	8.0036e-20
hsa-miR-2682-5p	lymphocyte	depleted	3.53799e-11
hsa-miR-3065-5p	epithelial cell of amnion	enriched	5.42172e-19
hsa-miR-3065-5p	extraembryonic cell	enriched	6.96339e-19
hsa-miR-3065-5p	epithelial cell	enriched	1.46253e-17
hsa-miR-3065-5p	ectodermal cell	depleted	1.0746e-05
hsa-miR-3065-5p	vascular associated smooth muscle cell	depleted	3.0596e-05
hsa-miR-3065-5p	fibroblast	depleted	7.35338e-05
hsa-miR-3074-5p	leukocyte	enriched	1.14586e-13
hsa-miR-3074-5p	hematopoietic cell	enriched	5.46967e-13
hsa-miR-3074-5p	myeloid leukocyte	enriched	3.84714e-10
hsa-miR-3074-5p	vascular associated smooth muscle cell	depleted	4.96714e-05
hsa-miR-3074-5p	epithelial cell	depleted	6.26087e-05
hsa-miR-3115	pluripotent stem cell	enriched	6.36065e-06
hsa-miR-3116	extraembryonic cell	enriched	5.05576e-05
hsa-miR-3116	endodermal cell	enriched	0.000300415
hsa-miR-3116	muscle cell	depleted	0.000121902
hsa-miR-3117-3p	mesodermal cell	enriched	1.2034e-06
hsa-miR-3117-3p	muscle cell	enriched	1.82095e-06
hsa-miR-3117-3p	nephron tubule epithelial cell	enriched	2.48318e-06
hsa-miR-3117-3p	leukocyte	depleted	6.26992e-24
hsa-miR-3117-3p	hematopoietic cell	depleted	2.46017e-21
hsa-miR-3117-3p	lymphocyte	depleted	1.15317e-11
hsa-miR-3120-3p	epithelial cell	enriched	0.000139995
hsa-miR-3125	neurectodermal cell	enriched	2.73669e-05
hsa-miR-3126-5p	muscle cell	enriched	1.77478e-05
hsa-miR-3126-5p	mesenchymal stem cell	enriched	0.000190446
hsa-miR-3126-5p	mesodermal cell	enriched	0.000302546
hsa-miR-3126-5p	leukocyte	depleted	5.59445e-15
hsa-miR-3126-5p	hematopoietic cell	depleted	9.60371e-12
hsa-miR-3126-5p	lymphocyte	depleted	1.20074e-06
hsa-miR-3127-5p	phagocyte	enriched	4.69254e-05
hsa-miR-3127-5p	classical monocyte	enriched	0.000247675
hsa-miR-3127-5p	monocyte	enriched	0.000303691
hsa-miR-3129-3p	mesodermal cell	enriched	2.97334e-09
hsa-miR-3129-3p	muscle cell	enriched	6.93666e-07
hsa-miR-3129-3p	fibroblast	enriched	2.10414e-06
hsa-miR-3129-3p	leukocyte	depleted	8.75189e-23
hsa-miR-3129-3p	hematopoietic cell	depleted	1.10695e-18
hsa-miR-3129-3p	myeloid leukocyte	depleted	2.80906e-13
hsa-miR-3130-5p	vascular associated smooth muscle cell	depleted	4.85836e-05
hsa-miR-3135a	myeloid leukocyte	enriched	1.01943e-06
hsa-miR-3135a	leukocyte	depleted	2.42455e-10
hsa-miR-3135a	hematopoietic cell	depleted	6.24093e-10
hsa-miR-3136-5p	leukocyte	enriched	1.30311e-08
hsa-miR-3136-5p	hematopoietic cell	enriched	8.5239e-08
hsa-miR-3136-5p	lymphocyte	enriched	2.94239e-05
hsa-miR-3138-5p	blood vessel endothelial cell	enriched	3.28542e-06
hsa-miR-3138-5p	endothelial cell	enriched	7.61355e-05
hsa-miR-3138-5p	endothelial cell of artery	enriched	0.000324682
hsa-miR-3139	extraembryonic cell	enriched	4.7535e-05
hsa-miR-3139	epithelial cell	enriched	0.00021053
hsa-miR-3145-5p	epithelial cell	enriched	7.17449e-06
hsa-miR-3145-5p	meso-epithelial cell	enriched	7.08068e-05
hsa-miR-3145-5p	lymphocyte	depleted	1.37107e-05
hsa-miR-3145-5p	leukocyte	depleted	5.07802e-05
hsa-miR-3145-5p	hematopoietic cell	depleted	0.000121006
hsa-miR-3150a-3p	B cell	enriched	1.04785e-08
hsa-miR-3150a-3p	mesodermal cell	depleted	7.25319e-05
hsa-miR-3150a-3p	lymphocyte	depleted	0.000182353
hsa-miR-3150b-3p	leukocyte	enriched	4.39926e-18
hsa-miR-3150b-3p	hematopoietic cell	enriched	1.87193e-17
hsa-miR-3150b-3p	B cell	enriched	1.47469e-12
hsa-miR-3152-5p	endothelial cell	enriched	2.32522e-09
hsa-miR-3152-5p	mesodermal cell	enriched	1.00352e-08
hsa-miR-3152-5p	endothelial cell of vascular tree	enriched	2.9697e-08
hsa-miR-3152-5p	leukocyte	depleted	5.57184e-25
hsa-miR-3152-5p	hematopoietic cell	depleted	6.68144e-22
hsa-miR-3152-5p	myeloid leukocyte	depleted	7.42409e-12
hsa-miR-3155a	neutrophil	enriched	2.18956e-05
hsa-miR-3155a	endothelial cell	enriched	2.53745e-05
hsa-miR-3155a	monocyte	enriched	0.000307817
hsa-miR-3158-3p	squamous epithelial cell	enriched	5.25907e-05
hsa-miR-3158-3p	blood vessel endothelial cell	enriched	0.000106113
hsa-miR-3158-3p	pluripotent stem cell	enriched	0.000129605
hsa-miR-3158-3p	leukocyte	depleted	8.89092e-10
hsa-miR-3158-3p	hematopoietic cell	depleted	1.30598e-09
hsa-miR-3158-3p	myeloid leukocyte	depleted	4.95982e-05
hsa-miR-3159	leukocyte	depleted	1.0651e-06
hsa-miR-3159	hematopoietic cell	depleted	3.24763e-06
hsa-miR-3160-3p	leukocyte	depleted	3.70457e-05
hsa-miR-3160-3p	hematopoietic cell	depleted	8.65487e-05
hsa-miR-3166	epithelial cell	enriched	1.42657e-07
hsa-miR-3166	ecto-epithelial cell	enriched	4.67592e-06
hsa-miR-3166	general ecto-epithelial cell	enriched	0.000125865
hsa-miR-3166	mesodermal cell	depleted	8.39884e-08
hsa-miR-3167	leukocyte	depleted	4.68519e-06
hsa-miR-3167	hematopoietic cell	depleted	0.000107211
hsa-miR-3168	pluripotent stem cell	enriched	2.30142e-09
hsa-miR-3168	stem cell	enriched	2.17897e-07
hsa-miR-3168	embryonic stem cell	enriched	6.84492e-06
hsa-miR-3168	leukocyte	depleted	3.51308e-06
hsa-miR-3168	hematopoietic cell	depleted	4.51747e-06
hsa-miR-3168	B cell	depleted	5.60794e-05
hsa-miR-3170-3p	hematopoietic cell	depleted	5.26852e-08
hsa-miR-3170-3p	leukocyte	depleted	1.02808e-07
hsa-miR-3173-5p	leukocyte	enriched	6.05299e-05
hsa-miR-3173-5p	hematopoietic cell	enriched	0.00020689
hsa-miR-3173-5p	fat cell	depleted	3.02112e-05
hsa-miR-3173-5p	vascular associated smooth muscle cell	depleted	3.19213e-05
hsa-miR-3174	epithelial cell	enriched	4.44188e-06
hsa-miR-3174	immature conventional dendritic cell	enriched	1.68392e-05
hsa-miR-3174	meso-epithelial cell	enriched	1.70683e-05
hsa-miR-3174	lymphocyte	depleted	5.02379e-06
hsa-miR-3174	alpha-beta T cell	depleted	0.000228424
hsa-miR-3175	epithelial cell	enriched	3.53356e-05
hsa-miR-3175	lining cell	enriched	0.000158342
hsa-miR-3176	epithelial cell	enriched	1.03645e-09
hsa-miR-3176	endothelial cell	enriched	1.26254e-08
hsa-miR-3176	blood vessel endothelial cell	enriched	2.18548e-08
hsa-miR-3176	fat cell	depleted	2.96305e-07
hsa-miR-3176	hematopoietic cell	depleted	4.26032e-06
hsa-miR-3176	leukocyte	depleted	4.72956e-06
hsa-miR-3177-3p	glomerular cell	enriched	5.91206e-05
hsa-miR-3177-3p	epithelial cell	enriched	0.000295111
hsa-miR-3180	epithelial cell	enriched	4.68274e-11
hsa-miR-3180	general ecto-epithelial cell	enriched	5.30396e-11
hsa-miR-3180	ecto-epithelial cell	enriched	6.60556e-09
hsa-miR-3180	mesodermal cell	depleted	1.75764e-29
hsa-miR-3180	hematopoietic cell	depleted	6.26981e-12
hsa-miR-3180	leukocyte	depleted	6.53669e-12
hsa-miR-3180-3p	general ecto-epithelial cell	enriched	7.58323e-10
hsa-miR-3180-3p	epithelial cell	enriched	8.10079e-10
hsa-miR-3180-3p	ecto-epithelial cell	enriched	1.04795e-07
hsa-miR-3180-3p	mesodermal cell	depleted	3.32958e-28
hsa-miR-3180-3p	leukocyte	depleted	4.10833e-12
hsa-miR-3180-3p	hematopoietic cell	depleted	4.88797e-12
hsa-miR-3183	myeloid leukocyte	depleted	0.000102701
hsa-miR-3184-5p	light melanocyte	enriched	5.02471e-05
hsa-miR-3186-3p	neutrophil	depleted	1.50852e-06
hsa-miR-3187-3p	endothelial cell	enriched	3.14178e-07
hsa-miR-3187-3p	epithelial cell	enriched	1.03706e-05
hsa-miR-3187-3p	meso-epithelial cell	enriched	3.52331e-05
hsa-miR-3187-3p	hematopoietic cell	depleted	2.04003e-08
hsa-miR-3187-3p	leukocyte	depleted	8.60597e-08
hsa-miR-3187-3p	vascular associated smooth muscle cell	depleted	0.000102953
hsa-miR-3188	iPS	enriched	4.00131e-06
hsa-miR-3193	hematopoietic cell	depleted	3.31489e-06
hsa-miR-3193	leukocyte	depleted	5.99902e-06
hsa-miR-3194-5p	leukocyte	enriched	2.12812e-10
hsa-miR-3194-5p	endothelial cell	enriched	3.63091e-10
hsa-miR-3194-5p	meso-epithelial cell	enriched	9.98715e-10
